"Key","mean.old","min","max","freq","Id","Name","Position","Source","Injury Indicator","Injury Details","PredictedPoints","Salary","Team","Opponent","Home","NameRM","deepBonus","mean"
"TEbrentcelek",1.74,1.74,1.74,1,"16502-6742","Brent Celek","TE","FanDuel","","",3.066666603,5100,"PHI","DET",FALSE,"brentcelek",0.100869019777489,1.91551209441283
"TEcjfiedorowicz",2.78,2.78,2.78,1,"16502-27908","C.J. Fiedorowicz","TE","FanDuel","Q","Knee - mcl",3.625,4500,"HOU","MIN",FALSE,"cjfiedorowicz",0.144495931778629,3.18169869034459
"TEcjuzomah",4.62,4.62,4.62,1,"16502-31207","C.J. Uzomah","TE","FanDuel","","",4.974999905,5100,"CIN","DAL",FALSE,"cjuzomah",0.00141666262242124,4.62654498131559
"TEcrockettgillmore",2.58,2.58,2.58,1,"16502-45723","Crockett Gillmore","TE","FanDuel","","",2.100000064,4600,"BAL","WAS",TRUE,"crockettgillmore",-0.0320377177354779,2.49734268824247
"TEdelaniewalker",10,10,10,1,"16502-6863","Delanie Walker","TE","FanDuel","","",9.133333206,6400,"TEN","MIA",FALSE,"delaniewalker",0.24375397236146,12.4375397236146
"TEdennispitta",8.51,8.51,8.51,1,"16502-11532","Dennis Pitta","TE","FanDuel","","",7.625,5500,"BAL","WAS",TRUE,"dennispitta",0.243473046536158,10.5819556260227
"TEdionsims",3.15,3.15,3.15,1,"16502-28144","Dion Sims","TE","FanDuel","","",3.53333346,4500,"MIA","TEN",TRUE,"dionsims",-0.0665106603115321,2.94049142001867
"TEdwayneallen",6.84,6.84,6.84,1,"16502-22004","Dwayne Allen","TE","FanDuel","","",6.699999809,5600,"IND","CHI",TRUE,"dwayneallen",-0.127671935738345,5.96672395954972
"TEgarybarnidge",7.94,7.94,7.94,1,"16502-6422","Gary Barnidge","TE","FanDuel","","",6.5,5700,"CLE","NE",TRUE,"garybarnidge",0.0857978277365952,8.62123475222857
"TEhunterhenry",8.16,8.16,8.16,1,"16502-40845","Hunter Henry","TE","FanDuel","","",8.099999746,5400,"SD","OAK",FALSE,"hunterhenry",0.446976996346976,11.8073322901913
"TEjackdoyle",5.86,5.86,5.86,1,"16502-39859","Jack Doyle","TE","FanDuel","","",8.324999809,4700,"IND","CHI",TRUE,"jackdoyle",0.133129700551758,6.6401400452333
"TEjacobtamme",7.16,7.16,7.16,1,"16502-6664","Jacob Tamme","TE","FanDuel","","",8.925000191,5400,"ATL","DEN",FALSE,"jacobtamme",0.172726860497493,8.39672432116205
"TEjasonwitten",8.04,8.04,8.04,1,"16502-6641","Jason Witten","TE","FanDuel","","",7.349999905,5800,"DAL","CIN",TRUE,"jasonwitten",-0.215082262477135,6.31073860968383
"TEjeffheuerman",1.61,1.61,1.61,1,"16502-28487","Jeff Heuerman","TE","FanDuel","Q","Groin",2.900000095,4500,"DEN","ATL",TRUE,"jeffheuerman",-0.307460711262119,1.11498825486799
"TEjessejames",6.33,6.33,6.33,1,"16502-28694","Jesse James","TE","FanDuel","","",6.625,4500,"PIT","NYJ",TRUE,"jessejames",-0.229886598078295,4.8748178341644
"TEjohnphillips",2.75,2.75,2.75,1,"16502-6823","John Phillips","TE","FanDuel","","",7.900000095,4700,"DEN","ATL",TRUE,"johnphillips",-0.147426445154689,2.3445772758246
"TEjordanreed",12.15,12.15,12.15,1,"16502-30298","Jordan Reed","TE","FanDuel","","",12.69999981,7800,"WAS","BAL",FALSE,"jordanreed",0.191507403701366,14.4768149549716
"TEjustinperillo",1.5,1.5,1.5,1,"16502-54694","Justin Perillo","TE","FanDuel","","",1.799999952,4500,"GB","NYG",TRUE,"justinperillo",-0.264427658963829,1.10335851155426
"TEkellendavis",1.28,1.28,1.28,1,"16502-7001","Kellen Davis","TE","FanDuel","","",0,4500,"NYJ","PIT",FALSE,"kellendavis",-0.205418407261841,1.01706443870484
"TEkharilee",1.12,1.12,1.12,1,"16502-62617","Khari Lee","TE","FanDuel","","",0,4500,"DET","PHI",TRUE,"kharilee",0,1.12
"TEkylerudolph",9.24,9.24,9.24,1,"16502-14237","Kyle Rudolph","TE","FanDuel","Q","Ribs",12.39999962,5500,"MIN","HOU",TRUE,"kylerudolph",-0.16132166211932,7.74938784201749
"TElancekendricks",4.18,4.18,4.18,1,"16502-14240","Lance Kendricks","TE","FanDuel","","",4.574999809,4500,"LA","BUF",TRUE,"lancekendricks",-0.0658121348301206,3.9049052764101
"TElarrydonnell",2.15,2.15,2.15,1,"16502-21123","Larry Donnell","TE","FanDuel","Q","Concussion",5,5200,"NYG","GB",FALSE,"larrydonnell",-0.238207787084165,1.63785325776905
"TEloganpaulsen",1.1,1.1,1.1,1,"16502-12055","Logan Paulsen","TE","FanDuel","","",1,4500,"CHI","IND",FALSE,"loganpaulsen",-0.00834700820164236,1.09081829097819
"TEmartellusbennett",8.02,8.02,8.02,1,"16502-6448","Martellus Bennett","TE","FanDuel","","",9.699999809,6300,"NE","CLE",FALSE,"martellusbennett",-0.1008346893447,7.21130579145551
"TEmychalrivera",1.22,1.22,1.22,1,"16502-30807","Mychal Rivera","TE","FanDuel","","",0.600000024,4500,"OAK","SD",TRUE,"mychalrivera",0.220975668500588,1.48959031557072
"TEnickoleary",1.26,1.26,1.26,1,"16502-24817","Nick O'Leary","TE","FanDuel","","",2.100000064,4500,"BUF","LA",FALSE,"nickoleary",-0.0387960667801898,1.21111695585696
"TErhettellison",1.06,1.06,1.06,1,"16502-22065","Rhett Ellison","TE","FanDuel","Q","Knee",1.5,4500,"MIN","HOU",TRUE,"rhettellison",-0.0210925597372348,1.03764188667853
"TErichardrodgers",6.31,6.31,6.31,1,"16502-29314","Richard Rodgers","TE","FanDuel","","",4.700000127,5000,"GB","NYG",TRUE,"richardrodgers",-0.0333860247487159,6.0993341838356
"TEryangriffin",3.96,3.96,3.96,1,"16502-34073","Ryan Griffin","TE","FanDuel","","",4.949999809,4500,"HOU","MIN",FALSE,"ryangriffin",-0.0578162362789266,3.73104770433545
"TEseanmcgrath",1.18,1.18,1.18,1,"16502-22220","Sean McGrath","TE","FanDuel","","",1.799999952,4500,"SD","OAK",FALSE,"seanmcgrath",0.207769443011953,1.4251679427541
"TEtreyburton",2.2,2.2,2.2,1,"16502-30297","Trey Burton","TE","FanDuel","","",8.149999619,4500,"PHI","DET",FALSE,"treyburton",0.202996545989155,2.64659240117614
"TEtylereifert",2.69,2.69,2.69,1,"16502-33557","Tyler Eifert","TE","FanDuel","Q","Back",12.73076923,6200,"CIN","DAL",FALSE,"tylereifert",-0.0797351368197576,2.47551248195485
"TEtylerhigbee",2.28,2.28,2.28,1,"16502-47870","Tyler Higbee","TE","FanDuel","","",0.349999994,4500,"LA","BUF",TRUE,"tylerhigbee",0.19822494647323,2.73195287795896
"TEtylerkroft",2.35,2.35,2.35,1,"16502-26038","Tyler Kroft","TE","FanDuel","","",5,4500,"CIN","DAL",FALSE,"tylerkroft",0.103127336804843,2.59234924149138
"TEvernondavis",1.56,1.56,1.56,1,"16502-6870","Vernon Davis","TE","FanDuel","","",3.799999873,4600,"WAS","BAL",FALSE,"vernondavis",0.216689618012586,1.89803580409963
"TEwilltye",5.45,5.45,5.45,1,"16502-24847","Will Tye","TE","FanDuel","","",3.575000048,4800,"NYG","GB",FALSE,"willtye",-0.212434692144046,4.29223092781495
"TExaviergrimble",1.27,1.27,1.27,1,"16502-29592","Xavier Grimble","TE","FanDuel","","",6,4500,"PIT","NYJ",TRUE,"xaviergrimble",-0.137775599017739,1.09502498924747
"TEzachertz",9.79,9.79,9.79,1,"16502-29780","Zach Ertz","TE","FanDuel","","",8.800000191,5600,"PHI","DET",FALSE,"zachertz",0.0333670552531962,10.1166634709288
"WRadamthielen",4.75,4.75,4.75,1,"16502-39716","Adam Thielen","WR","FanDuel","","",5.25,4900,"MIN","HOU",TRUE,"adamthielen",-0.198062688306309,3.80920223054503
"WRajgreen",16.81,16.81,16.81,1,"16502-14187","A.J. Green","WR","FanDuel","","",18.70000076,8700,"CIN","DAL",FALSE,"ajgreen",0.569201296684525,26.3782737972669
"WRaldrickrobinson",1.66,1.66,1.66,1,"16502-14372","Aldrick Robinson","WR","FanDuel","","",6.03333346,4500,"ATL","DEN",FALSE,"aldrickrobinson",-0.102697123021784,1.48952277578384
"WRamaricooper",13.28,13.28,13.28,1,"16502-31001","Amari Cooper","WR","FanDuel","","",10.94999981,7200,"OAK","SD",TRUE,"amaricooper",0.0702504028352291,14.2129253496518
"WRandreholmes",2.8,2.8,2.8,1,"16502-14761","Andre Holmes","WR","FanDuel","","",2.799999873,4500,"OAK","SD",TRUE,"andreholmes",-0.0467255758736995,2.66916838755364
"WRandrejohnson",4.92,4.92,4.92,1,"16502-6681","Andre Johnson","WR","FanDuel","","",4.175000191,5200,"TEN","MIA",FALSE,"andrejohnson",-0.0362678077037176,4.74156238609771
"WRandrewhawkins",4,4,4,1,"16502-12903","Andrew Hawkins","WR","FanDuel","","",2.75,4600,"CLE","NE",TRUE,"andrewhawkins",0.464764511744606,5.85905804697843
"WRanquanboldin",7.39,7.39,7.39,1,"16502-6479","Anquan Boldin","WR","FanDuel","","",8.524999619,6300,"DET","PHI",TRUE,"anquanboldin",0.330911019065038,9.83543243089063
"WRantoniobrown",19.28,19.28,19.28,1,"16502-11612","Antonio Brown","WR","FanDuel","","",18.72500038,9600,"PIT","NYJ",TRUE,"antoniobrown",0.777873079213925,34.2773929672445
"WRbrandonlafell",5.85,5.85,5.85,1,"16502-11495","Brandon LaFell","WR","FanDuel","","",6.775000095,5400,"CIN","DAL",FALSE,"brandonlafell",0.615293486506021,9.44946689606022
"WRbrandonmarshall",14.79,14.79,14.79,1,"16502-6759","Brandon Marshall","WR","FanDuel","","",9.725000381,7600,"NYJ","PIT",FALSE,"brandonmarshall",0.022472861823539,15.1223736263701
"WRbraxtonmiller",1.94,1.94,1.94,1,"16502-28525","Braxton Miller","WR","FanDuel","","",0.850000024,4500,"HOU","MIN",FALSE,"braxtonmiller",0.261550076889387,2.44740714916541
"WRbreshadperriman",4.54,4.54,4.54,1,"16502-34295","Breshad Perriman","WR","FanDuel","","",3.875,4900,"BAL","WAS",TRUE,"breshadperriman",-0.441665085605863,2.53484051134938
"WRbrianquick",5.6,5.6,5.6,1,"16502-21972","Brian Quick","WR","FanDuel","","",9.324999809,4500,"LA","BUF",TRUE,"brianquick",0.365223554217742,7.64525190361935
"WRbricebutler",6.9,6.9,6.9,1,"16502-39445","Brice Butler","WR","FanDuel","","",3.674999952,5100,"DAL","CIN",TRUE,"bricebutler",-0.560094869452283,3.03534540077925
"WRcameronmeredith",5.26,5.26,5.26,1,"16502-62538","Cameron Meredith","WR","FanDuel","","",3.099999905,4500,"CHI","IND",FALSE,"cameronmeredith",0.196330331605779,6.2926975442464
"WRcharonepeake",1.93,1.93,1.93,1,"16502-24621","Charone Peake","WR","FanDuel","","",10.5,4500,"NYJ","PIT",FALSE,"charonepeake",-0.0939411770339597,1.74869352832446
"WRchrishogan",7.45,7.45,7.45,1,"16502-14704","Chris Hogan","WR","FanDuel","","",5.550000191,5000,"NE","CLE",FALSE,"chrishogan",-0.138987720084466,6.41454148537073
"WRcodylatimer",1.17,1.17,1.17,1,"16502-27771","Cody Latimer","WR","FanDuel","","",1.233333349,4500,"DEN","ATL",TRUE,"codylatimer",-0.227152849711946,0.904231165837023
"WRcolebeasley",9.11,9.11,9.11,1,"16502-22288","Cole Beasley","WR","FanDuel","","",10.02499962,5500,"DAL","CIN",TRUE,"colebeasley",-0.49426766909047,4.60722153458582
"WRcordarrellepatterson",4.65,4.65,4.65,1,"16502-30733","Cordarrelle Patterson","WR","FanDuel","","",2.375,4600,"MIN","HOU",TRUE,"cordarrellepatterson",-0.259303393452651,3.44423922044517
"WRdannyamendola",4.94,4.94,4.94,1,"16502-8117","Danny Amendola","WR","FanDuel","","",6.599999905,5300,"NE","CLE",FALSE,"dannyamendola",-0.221692791630313,3.84483760934626
"WRdarriusheywardbey",3.13,3.13,3.13,1,"16502-7784","Darrius Heyward-Bey","WR","FanDuel","","",3.600000064,4500,"PIT","NYJ",TRUE,"darriusheywardbey",0.119626665076452,3.5044314616893
"WRdavanteadams",6.77,6.77,6.77,1,"16502-45889","Davante Adams","WR","FanDuel","","",7.96666654,5500,"GB","NYG",TRUE,"davanteadams",-0.372837054273294,4.2458931425698
"WRdeandrehopkins",13.22,13.22,13.22,1,"16502-16606","DeAndre Hopkins","WR","FanDuel","","",10.80000019,8200,"HOU","MIN",FALSE,"deandrehopkins",0.0755611952647741,14.2189190014003
"WRdemaryiusthomas",13.71,13.71,13.71,1,"16502-11432","Demaryius Thomas","WR","FanDuel","Q","Hip",13.92500019,7700,"DEN","ATL",TRUE,"demaryiusthomas",-0.441576258509665,7.65598949583249
"WRdeontethompson",1.07,1.07,1.07,1,"16502-22959","Deonte Thompson","WR","FanDuel","","",0,4500,"CHI","IND",FALSE,"deontethompson",0.158711932720386,1.23982176801081
"WRdeseanjackson",10.91,10.91,10.91,1,"16502-6739","DeSean Jackson","WR","FanDuel","","",9.449999809,6700,"WAS","BAL",FALSE,"deseanjackson",0.240394991107134,13.5327093529788
"WRdevanteparker",9.89,9.89,9.89,1,"16502-33260","DeVante Parker","WR","FanDuel","","",10.06666692,6400,"MIA","TEN",TRUE,"devanteparker",-0.169877376209744,8.20991274928563
"WRdontrelleinman",7.81,7.81,7.81,1,"16502-14645","Dontrelle Inman","WR","FanDuel","","",7.125,6100,"SD","OAK",FALSE,"dontrelleinman",0.346577325554458,10.5167689125803
"WRdorialgreenbeckham",4.87,4.87,4.87,1,"16502-27134","Dorial Green-Beckham","WR","FanDuel","","",3.333333333,4900,"PHI","DET",FALSE,"dorialgreenbeckham",-0.238172382658004,3.71010049645552
"WRemmanuelsanders",13.37,13.37,13.37,1,"16502-11505","Emmanuel Sanders","WR","FanDuel","","",14.94999981,7100,"DEN","ATL",TRUE,"emmanuelsanders",-0.323967648902409,9.03855253417479
"WRericdecker",3.41,3.41,3.41,1,"16502-11501","Eric Decker","WR","FanDuel","Q","Shoulder",11.96666718,6800,"NYJ","PIT",FALSE,"ericdecker",-0.131862890335225,2.96034754395688
"WRgoldentate",7.59,7.59,7.59,1,"16502-11485","Golden Tate","WR","FanDuel","","",4.474999905,6400,"DET","PHI",TRUE,"goldentate",0.36399264273982,10.3527041583952
"WRharrydouglas",1.09,1.09,1.09,1,"16502-10030","Harry Douglas","WR","FanDuel","","",3.049999952,4500,"TEN","MIA",FALSE,"harrydouglas",-0.116105657465162,0.963444833362973
"WRjaelenstrong",3.38,3.38,3.38,1,"16502-39373","Jaelen Strong","WR","FanDuel","","",2.533333302,4600,"HOU","MIN",FALSE,"jaelenstrong",0.270157254926216,4.29313152165061
"WRjamisoncrowder",8.44,8.44,8.44,1,"16502-24755","Jamison Crowder","WR","FanDuel","","",10.14999962,5800,"WAS","BAL",FALSE,"jamisoncrowder",-0.238355507071013,6.42827952032065
"WRjarvislandry",13.91,13.91,13.91,1,"16502-31394","Jarvis Landry","WR","FanDuel","","",14.64999962,7500,"MIA","TEN",TRUE,"jarvislandry",-0.357001125899209,8.944114338742
"WRjeffjanis",1.62,1.62,1.62,1,"16502-54623","Jeff Janis","WR","FanDuel","","",0.988888847,4500,"GB","NYG",TRUE,"jeffjanis",-0.255361524557639,1.20631433021662
"WRjordanmatthews",13.5,13.5,13.5,1,"16502-30837","Jordan Matthews","WR","FanDuel","","",13.30000051,7000,"PHI","DET",FALSE,"jordanmatthews",-0.525049359391257,6.41183364821803
"WRjordannorwood",1.67,1.67,1.67,1,"16502-10531","Jordan Norwood","WR","FanDuel","","",1.850000024,4500,"DEN","ATL",TRUE,"jordannorwood",-0.153591756562434,1.41350176654074
"WRjordynelson",15.48,15.48,15.48,1,"16502-6893","Jordy Nelson","WR","FanDuel","","",17.69999949,8400,"GB","NYG",TRUE,"jordynelson",-0.0275097156489491,15.0541496017543
"WRjoshhuff",2.19,2.19,2.19,1,"16502-29340","Josh Huff","WR","FanDuel","","",1.466666698,4500,"PHI","DET",FALSE,"joshhuff",-0.242333776677223,1.65928902907688
"WRjuliojones",15.08,15.08,15.08,1,"16502-14190","Julio Jones","WR","FanDuel","","",19.45000076,8900,"ATL","DEN",FALSE,"juliojones",0.465663364577837,22.1022035378338
"WRjustinhardy",2.58,2.58,2.58,1,"16502-33137","Justin Hardy","WR","FanDuel","Q","Shoulder",4.349999905,4800,"ATL","DEN",FALSE,"justinhardy",0.17800072025022,3.03924185824557
"WRjustinhunter",1.96,1.96,1.96,1,"16502-30775","Justin Hunter","WR","FanDuel","","",4.822222392,4500,"BUF","LA",FALSE,"justinhunter",-0.142781674172064,1.68014791862276
"WRkamaraiken",3.7,3.7,3.7,1,"16502-14905","Kamar Aiken","WR","FanDuel","","",1.450000048,5500,"BAL","WAS",TRUE,"kamaraiken",-0.5186252850499,1.78108644531537
"WRkendallwright",4.88,4.88,4.88,1,"16502-21957","Kendall Wright","WR","FanDuel","","",2.400000095,4700,"TEN","MIA",FALSE,"kendallwright",0.168886046987139,5.70416390929724
"WRkennystills",7.3,7.3,7.3,1,"16502-27457","Kenny Stills","WR","FanDuel","","",9.25,5700,"MIA","TEN",TRUE,"kennystills",-0.229729091815285,5.62297762974842
"WRlaquontreadwell",1.23,1.23,1.23,1,"16502-41806","Laquon Treadwell","WR","FanDuel","","",0,4500,"MIN","HOU",TRUE,"laquontreadwell",-0.381153872470142,0.761180736861725
"WRleontecarroo",1.31,1.31,1.31,1,"16502-26045","Leonte Carroo","WR","FanDuel","","",1.200000048,4500,"MIA","TEN",TRUE,"leontecarroo",-0.0761878935228921,1.21019385948501
"WRluckywhitehead",1.07,1.07,1.07,1,"16502-47953","Lucky Whitehead","WR","FanDuel","","",0.275000006,4500,"DAL","CIN",TRUE,"luckywhitehead",-0.474791360270666,0.561973244510388
"WRmalcolmmitchell",3.18,3.18,3.18,1,"16502-30428","Malcolm Mitchell","WR","FanDuel","","",3.166666667,4500,"NE","CLE",FALSE,"malcolmmitchell",-0.0695116038974518,2.9589530996061
"WRmarkuswheaton",5.22,5.22,5.22,1,"16502-29500","Markus Wheaton","WR","FanDuel","","",6.099999905,5500,"PIT","NYJ",TRUE,"markuswheaton",1.00637395421576,10.4732720410062
"WRmarquisegoodwin",4.72,4.72,4.72,1,"16502-32243","Marquise Goodwin","WR","FanDuel","","",7,5500,"BUF","LA",FALSE,"marquisegoodwin",0.150712182307224,5.4313615004901
"WRmichaelcrabtree",13.5,13.5,13.5,1,"16502-9392","Michael Crabtree","WR","FanDuel","","",17.45000076,6900,"OAK","SD",TRUE,"michaelcrabtree",-0.0797292345658295,12.4236553333613
"WRmikewallace",9.2,9.2,9.2,1,"16502-6607","Mike Wallace","WR","FanDuel","","",12.47500038,6300,"BAL","WAS",TRUE,"mikewallace",-0.398498420114831,5.53381453494355
"WRmohamedsanu",6.78,6.78,6.78,1,"16502-22018","Mohamed Sanu","WR","FanDuel","Q","Shoulder",7.425000191,5600,"ATL","DEN",FALSE,"mohamedsanu",0.172693233950801,7.95086012618643
"WRnelsonagholor",5.98,5.98,5.98,1,"16502-29683","Nelson Agholor","WR","FanDuel","","",7.833333333,5400,"PHI","DET",FALSE,"nelsonagholor",-0.316644660870372,4.08646492799518
"WRodellbeckhamjr",15.99,15.99,15.99,1,"16502-31360","Odell Beckham Jr.","WR","FanDuel","","",10.32499981,8500,"NYG","GB",FALSE,"odellbeckhamjr",0.295812361103327,20.7200396540422
"WRpharohcooper",1.08,1.08,1.08,1,"16502-40932","Pharoh Cooper","WR","FanDuel","","",0,4500,"LA","BUF",TRUE,"pharohcooper",0.227638818384412,1.32584992385517
"WRphillipdorsett",8.94,8.94,8.94,1,"16502-25813","Phillip Dorsett","WR","FanDuel","","",8.074999809,6800,"IND","CHI",TRUE,"phillipdorsett",0.0381501184745969,9.2810620591629
"WRpierregarcon",6.91,6.91,6.91,1,"16502-6774","Pierre Garcon","WR","FanDuel","","",6.474999905,6000,"WAS","BAL",FALSE,"pierregarcon",-0.173278948961757,5.71264246267426
"WRquanbray",2.34,2.34,2.34,1,"16502-31308","Quan Bray","WR","FanDuel","","",0.300000012,4500,"IND","CHI",TRUE,"quanbray",0.184579099583641,2.77191509302572
"WRrandallcobb",10.71,10.71,10.71,1,"16502-14257","Randall Cobb","WR","FanDuel","","",6.799999873,7100,"GB","NYG",TRUE,"randallcobb",-0.251167891937155,8.01999187735307
"WRrashardhiggins",1.35,1.35,1.35,1,"16502-45791","Rashard Higgins","WR","FanDuel","","",0,4500,"CLE","NE",TRUE,"rashardhiggins",0.266890758592098,1.71030252409933
"WRricardolouis",2.51,2.51,2.51,1,"16502-31263","Ricardo Louis","WR","FanDuel","","",3.26666673,4500,"CLE","NE",TRUE,"ricardolouis",0.324223302832921,3.32380049011063
"WRrishardmatthews",5.24,5.24,5.24,1,"16502-22163","Rishard Matthews","WR","FanDuel","","",6,5100,"TEN","MIA",FALSE,"rishardmatthews",-0.278154833176396,3.78246867415568
"WRrobertwoods",8.67,8.67,8.67,1,"16502-29685","Robert Woods","WR","FanDuel","","",6.5,5300,"BUF","LA",FALSE,"robertwoods",-0.090983244464769,7.88117527049045
"WRsammiecoates",8.63,8.63,8.63,1,"16502-31241","Sammie Coates","WR","FanDuel","","",8.800000191,5300,"PIT","NYJ",TRUE,"sammiecoates",0.513973387267674,13.06559033212
"WRsethroberts",6.29,6.29,6.29,1,"16502-54741","Seth Roberts","WR","FanDuel","","",7.824999809,5600,"OAK","SD",TRUE,"sethroberts",0.136309969832732,7.14738971024788
"WRstefondiggs",11.1,11.1,11.1,1,"16502-25079","Stefon Diggs","WR","FanDuel","Q","Groin",13.875,7200,"MIN","HOU",TRUE,"stefondiggs",-0.064454950104521,10.3845500538398
"WRsterlingshepard",10.6,10.6,10.6,1,"16502-27477","Sterling Shepard","WR","FanDuel","","",12.07499981,6900,"NYG","GB",FALSE,"sterlingshepard",0.0522538391515572,11.1538906950065
"WRtajaesharpe",7.85,7.85,7.85,1,"16502-47523","Tajae Sharpe","WR","FanDuel","","",6.300000191,5400,"TEN","MIA",FALSE,"tajaesharpe",-0.0038143252082995,7.82005754711485
"WRtavonaustin",8.3,8.3,8.3,1,"16502-26458","Tavon Austin","WR","FanDuel","","",8.074999809,5800,"LA","BUF",TRUE,"tavonaustin",-0.212580506329735,6.5355817974632
"WRtaylorgabriel",1.39,1.39,1.39,1,"16502-54753","Taylor Gabriel","WR","FanDuel","","",4.53333346,4900,"ATL","DEN",FALSE,"taylorgabriel",0.106047302811888,1.53740575090852
"WRterrancewilliams",7.28,7.28,7.28,1,"16502-31836","Terrance Williams","WR","FanDuel","","",8.700000127,5500,"DAL","CIN",TRUE,"terrancewilliams",-0.483330305078098,3.76135537903145
"WRtravisbenjamin",10.96,10.96,10.96,1,"16502-22035","Travis Benjamin","WR","FanDuel","","",11.52499962,6500,"SD","OAK",FALSE,"travisbenjamin",0.597669891016408,17.5104620055398
"WRtrevordavis",1.09,1.09,1.09,1,"16502-41370","Trevor Davis","WR","FanDuel","","",0,4500,"GB","NYG",TRUE,"trevordavis",-0.278996884370027,0.785893396036671
"WRtyhilton",14.92,14.92,14.92,1,"16502-22031","T.Y. Hilton","WR","FanDuel","","",14.52499962,7700,"IND","CHI",TRUE,"tyhilton",-0.119892712180908,13.1312007342608
"WRtylerboyd",2.86,2.86,2.86,1,"16502-40669","Tyler Boyd","WR","FanDuel","","",4.25,5300,"CIN","DAL",FALSE,"tylerboyd",0.18020576932041,3.37538850025637
"WRtymontgomery",2.47,2.47,2.47,1,"16502-29734","Ty Montgomery","WR","FanDuel","","",-0.033333334,4500,"GB","NYG",TRUE,"tymontgomery",-0.27562112074456,1.78921583176094
"WRtyrellwilliams",10.16,10.16,10.16,1,"16502-62535","Tyrell Williams","WR","FanDuel","","",9.524999619,6500,"SD","OAK",FALSE,"tyrellwilliams",0.255361524557639,12.7544730895056
"WRvictorcruz",8.16,8.16,8.16,1,"16502-11999","Victor Cruz","WR","FanDuel","","",9.125,5600,"NYG","GB",FALSE,"victorcruz",0.136326816188236,9.27242682009601
"WRwillfuller",10.37,10.37,10.37,1,"16502-42028","Will Fuller","WR","FanDuel","","",14.94999981,7200,"HOU","MIN",FALSE,"willfuller",0.6277245150528,16.8795032210975
